stage,arm,pair_idx,pair,garment_sim,identity_cos,pose_err,bg_psnr
grid,klein_4b_edit,10,p011xg028,0.15649521213482884,0.9617471694946289,0.04429051967041915,29.66388984420355
grid,klein_4b_edit,11,p012xg007,0.07789677567231965,0.9181629419326782,0.02874789093596293,26.068386472528342
grid,magic_hour_api,0,p001xg015,0.05857270467546885,0.4780260920524597,0.028459227525071573,21.43177396017436
grid,magic_hour_api,1,p002xg022,-0.004533833254295459,0.608787477016449,0.012795056909558447,29.526886359187394
grid,magic_hour_api,2,p005xg023,0.4707925628657555,0.6210888624191284,0.023628955809120118,23.54365428860231
grid,magic_hour_api,3,p006xg006,0.13400518399315822,0.1822744905948639,0.013855144923876458,26.021826392649395
grid,magic_hour_api,4,p007xg019,-0.01048368029514415,0.9292405843734741,0.020199928117382766,26.59525550287773
grid,magic_hour_api,5,p008xg024,0.017218447356085083,0.6608922481536865,0.028653441011543167,24.93085256269231
grid,magic_hour_api,6,p013xg004,0.09010364289763141,0.8457654714584351,0.07752095503287432,18.11177236313797
grid,magic_hour_api,7,p003xg011,0.06736545495517138,0.7036391496658325,0.021084713683107853,27.251583163893343
grid,magic_hour_api,8,p009xg002,0.12410306304964354,0.8200408220291138,0.0413459812929089,30.109082615566987
grid,magic_hour_api,9,p010xg001,0.7336745850843603,0.4581111669540405,0.01980751827232559,26.22061737908826
grid,magic_hour_api,10,p011xg028,0.02064953638124253,0.9174035787582397,0.02243701134645016,31.23472913690197
grid,magic_hour_api,11,p012xg007,0.0397765380213783,0.5431670546531677,0.10352379509671947,25.781276888902973
grid,qwen_2511,0,p001xg015,0.07347648230759042,0.8025467991828918,0.14594599283439832,18.180145552741596
grid,qwen_2511,1,p002xg022,-0.00854657382143717,0.896240234375,0.1464607020964185,14.341232741906598
grid,qwen_2511,2,p005xg023,0.09316899387097971,0.899118185043335,0.17005776055939814,12.293435458965975
grid,qwen_2511,3,p006xg006,0.0683502513772278,0.8077377080917358,0.14188477991345413,15.242998589934293
grid,qwen_2511,4,p007xg019,-0.014317007835301378,0.9698692560195923,0.052161196969988,15.93652600235271
