set_id,seed,vei_verdict,best_arm,report_example
p016+dualuse_lp_beige_long_coat_menswear,48,clean,VEi,
p017+dualuse_lp_floral_kimono_set,46,clean,VEi,
p017+dualuse_lp_floral_kimono_set,47,clean,VEi,
p017+dualuse_lp_floral_kimono_set,48,clean,VEi,
p018+dualuse_lp_navy_quarterzip_knit_LOWRES,46,clean,VEi,
p018+dualuse_lp_navy_quarterzip_knit_LOWRES,47,clean,VEi,
p018+dualuse_lp_navy_quarterzip_knit_LOWRES,48,clean,VEi,
p019+dualuse_lp_plaid_overcoat_brown_suit,46,clean,VEi,
p019+dualuse_lp_plaid_overcoat_brown_suit,47,clean,VEi,
p019+dualuse_lp_plaid_overcoat_brown_suit,48,clean,VEi,
p020+dualuse_navy_peacoat_onmodel,46,clean,VEi,
p020+dualuse_navy_peacoat_onmodel,47,clean,VEi,
p020+dualuse_navy_peacoat_onmodel,48,clean,VEi,
p021+g004,46,clean,VEi,
p021+g004,47,clean,VEi,
p021+g004,48,clean,VEi,
p022+g005,46,clean,VEi,
p022+g005,47,clean,VEi,
p022+g005,48,clean,VEi,
p023+g009,46,clean,VEi,
p023+g009,47,clean,VEi,
p023+g009,48,clean,VEi,
p024+g011,46,clean,VEi,
p024+g011,47,clean,VEi,
p024+g011,48,clean,VEi,
p025+g012,46,clean,VEi,
p025+g012,47,clean,VEi,
p025+g012,48,clean,VEi,
p026+g013,46,clean,VEi,
p026+g013,47,mid,VEi,
p026+g013,48,clean,VEi,
p027+g014,46,clean,VEi,
p027+g014,47,clean,VEi,
p027+g014,48,clean,VEi,
p028+g015,46,clean,VEi,
p028+g015,47,mid,VEi,
p028+g015,48,mid,VEi,
p029+g018,46,clean,VEi,
p029+g018,47,clean,VEi,
p029+g018,48,clean,VEi,
p030+g024,46,clean,VEi,
p030+g024,47,fail,VEi,
p030+g024,48,fail,VEi,
dualuse_emma_watson_black_blazer_armscrossed+g027,46,clean,VEi,
dualuse_emma_watson_black_blazer_armscrossed+g027,47,clean,VEi,
dualuse_emma_watson_black_blazer_armscrossed+g027,48,clean,VEi,
dualuse_gal_gadot_blue_dress_redcarpet+g029,46,mid,VEi,
dualuse_gal_gadot_blue_dress_redcarpet+g029,47,clean,VEi,
dualuse_gal_gadot_blue_dress_redcarpet+g029,48,clean,VEi,
