set_id,person,garment_source,arm,rank,tier,counted
"HD_p023+dualuse_queen_latifah_gown_stage","dualuse_queen_latifah_gown_stage","p023","D3B","9","mid","yes"
"HD_p023+dualuse_queen_latifah_gown_stage","dualuse_queen_latifah_gown_stage","p023","BALD_raw","10","out","no"
"HD_p023+p019","p019","p023","QX_qwen_p1","1","top","yes"
"HD_p023+p019","p019","p023","D2B","2","top","yes"
"HD_p023+p019","p019","p023","D1hB","3","top","yes"
"HD_p023+p019","p019","p023","D3B","4","top","yes"
"HD_p023+p019","p019","p023","BALD_raw","5","out","no"
"HD_p023+p019","p019","p023","BC_klein","6","out","no"
"HD_p023+p019","p019","p023","D3O","7","out","no"
"HD_p023+p019","p019","p023","control","8","out","no"
"HD_p023+p019","p019","p023","D1hO","9","out","no"
"HD_p023+p019","p019","p023","D2O","10","out","no"
"HD_dualuse_zendaya_white_blazer_skirt+p017","p017","dualuse_zendaya_white_blazer_skirt","BC_klein","1","top","yes"
"HD_dualuse_zendaya_white_blazer_skirt+p017","p017","dualuse_zendaya_white_blazer_skirt","D1hB","2","top","yes"
"HD_dualuse_zendaya_white_blazer_skirt+p017","p017","dualuse_zendaya_white_blazer_skirt","D2B","3","top","yes"
"HD_dualuse_zendaya_white_blazer_skirt+p017","p017","dualuse_zendaya_white_blazer_skirt","D3B","4","top","yes"
"HD_dualuse_zendaya_white_blazer_skirt+p017","p017","dualuse_zendaya_white_blazer_skirt","control","5","top","yes"
"HD_dualuse_zendaya_white_blazer_skirt+p017","p017","dualuse_zendaya_white_blazer_skirt","QX_qwen_p1","6","mid","yes"
"HD_dualuse_zendaya_white_blazer_skirt+p017","p017","dualuse_zendaya_white_blazer_skirt","D3O","7","out","no"
"HD_dualuse_zendaya_white_blazer_skirt+p017","p017","dualuse_zendaya_white_blazer_skirt","D2O","8","out","no"
"HD_dualuse_zendaya_white_blazer_skirt+p017","p017","dualuse_zendaya_white_blazer_skirt","BALD_raw","9","out","no"
"HD_dualuse_zendaya_white_blazer_skirt+p017","p017","dualuse_zendaya_white_blazer_skirt","D1hO","10","out","no"
"HD_dualuse_zendaya_white_blazer_skirt+dualuse_lp_beige_long_coat_menswear","dualuse_lp_beige_long_coat_menswear","dualuse_zendaya_white_blazer_skirt","control","1","top","yes"
"HD_dualuse_zendaya_white_blazer_skirt+dualuse_lp_beige_long_coat_menswear","dualuse_lp_beige_long_coat_menswear","dualuse_zendaya_white_blazer_skirt","BC_klein","2","top","yes"
"HD_dualuse_zendaya_white_blazer_skirt+dualuse_lp_beige_long_coat_menswear","dualuse_lp_beige_long_coat_menswear","dualuse_zendaya_white_blazer_skirt","D1hB","3","top","yes"
"HD_dualuse_zendaya_white_blazer_skirt+dualuse_lp_beige_long_coat_menswear","dualuse_lp_beige_long_coat_menswear","dualuse_zendaya_white_blazer_skirt","D2B","4","top","yes"
"HD_dualuse_zendaya_white_blazer_skirt+dualuse_lp_beige_long_coat_menswear","dualuse_lp_beige_long_coat_menswear","dualuse_zendaya_white_blazer_skirt","QX_qwen_p1","5","top","yes"
"HD_dualuse_zendaya_white_blazer_skirt+dualuse_lp_beige_long_coat_menswear","dualuse_lp_beige_long_coat_menswear","dualuse_zendaya_white_blazer_skirt","D3B","6","top","yes"
"HD_dualuse_zendaya_white_blazer_skirt+dualuse_lp_beige_long_coat_menswear","dualuse_lp_beige_long_coat_menswear","dualuse_zendaya_white_blazer_skirt","D3O","7","out","no"
"HD_dualuse_zendaya_white_blazer_skirt+dualuse_lp_beige_long_coat_menswear","dualuse_lp_beige_long_coat_menswear","dualuse_zendaya_white_blazer_skirt","D1hO","8","out","no"
"HD_dualuse_zendaya_white_blazer_skirt+dualuse_lp_beige_long_coat_menswear","dualuse_lp_beige_long_coat_menswear","dualuse_zendaya_white_blazer_skirt","BALD_raw","9","out","no"
"HD_dualuse_zendaya_white_blazer_skirt+dualuse_lp_beige_long_coat_menswear","dualuse_lp_beige_long_coat_menswear","dualuse_zendaya_white_blazer_skirt","D2O","10","out","no"
"HD_p019+dualuse_hugh_jackman_grey_suit_outdoor","dualuse_hugh_jackman_grey_suit_outdoor","p019","QX_qwen_p1","1","top","yes"
"HD_p019+dualuse_hugh_jackman_grey_suit_outdoor","dualuse_hugh_jackman_grey_suit_outdoor","p019","control","2","mid","yes"
"HD_p019+dualuse_hugh_jackman_grey_suit_outdoor","dualuse_hugh_jackman_grey_suit_outdoor","p019","BC_klein","3","mid","yes"
"HD_p019+dualuse_hugh_jackman_grey_suit_outdoor","dualuse_hugh_jackman_grey_suit_outdoor","p019","BALD_raw","4","mid","yes"
"HD_p019+dualuse_hugh_jackman_grey_suit_outdoor","dualuse_hugh_jackman_grey_suit_outdoor","p019","D1hB","5","mid","yes"
"HD_p019+dualuse_hugh_jackman_grey_suit_outdoor","dualuse_hugh_jackman_grey_suit_outdoor","p019","D2B","6","mid","yes"
"HD_p019+dualuse_hugh_jackman_grey_suit_outdoor","dualuse_hugh_jackman_grey_suit_outdoor","p019","D3B","7","mid","yes"
"HD_p019+dualuse_hugh_jackman_grey_suit_outdoor","dualuse_hugh_jackman_grey_suit_outdoor","p019","D3O","8","out","no"
"HD_p019+dualuse_hugh_jackman_grey_suit_outdoor","dualuse_hugh_jackman_grey_suit_outdoor","p019","D2O","9","out","no"
"HD_p019+dualuse_hugh_jackman_grey_suit_outdoor","dualuse_hugh_jackman_grey_suit_outdoor","p019","D1hO","10","out","no"
"HD_p019+p009","p009","p019","BC_klein","1","top","yes"
"HD_p019+p009","p009","p019","BALD_raw","2","top","yes"
"HD_p019+p009","p009","p019","D1hO","3","top","yes"
"HD_p019+p009","p009","p019","control","4","top","yes"
"HD_p019+p009","p009","p019","D2O","5","top","yes"
"HD_p019+p009","p009","p019","D3O","6","top","yes"
"HD_p019+p009","p009","p019","D1hB","7","top","yes"
"HD_p019+p009","p009","p019","D2B","8","top","yes"
"HD_p019+p009","p009","p019","D3B","9","top","yes"
"HD_p019+p009","p009","p019","QX_qwen_p1","10","mid","yes"
"HD_p028+dualuse_navy_peacoat_onmodel","dualuse_navy_peacoat_onmodel","p028","QX_qwen_p1","1","top","yes"
"HD_p028+dualuse_navy_peacoat_onmodel","dualuse_navy_peacoat_onmodel","p028","BC_klein","2","top","yes"
"HD_p028+dualuse_navy_peacoat_onmodel","dualuse_navy_peacoat_onmodel","p028","D1hB","3","out","no"
"HD_p028+dualuse_navy_peacoat_onmodel","dualuse_navy_peacoat_onmodel","p028","D1hO","4","out","no"
"HD_p028+dualuse_navy_peacoat_onmodel","dualuse_navy_peacoat_onmodel","p028","BALD_raw","5","out","no"
"HD_p028+dualuse_navy_peacoat_onmodel","dualuse_navy_peacoat_onmodel","p028","D2O","6","out","no"
"HD_p028+dualuse_navy_peacoat_onmodel","dualuse_navy_peacoat_onmodel","p028","D3O","7","out","no"
"HD_p028+dualuse_navy_peacoat_onmodel","dualuse_navy_peacoat_onmodel","p028","D2B","8","out","no"
"HD_p028+dualuse_navy_peacoat_onmodel","dualuse_navy_peacoat_onmodel","p028","D3B","9","out","no"
"HD_p028+dualuse_navy_peacoat_onmodel","dualuse_navy_peacoat_onmodel","p028","control","10","out","no"
"HD_p028+p019","p019","p028","QX_qwen_p1","1","top","yes"
"HD_p028+p019","p019","p028","BC_klein","2","top","yes"
"HD_p028+p019","p019","p028","D1hB","3","top","yes"
"HD_p028+p019","p019","p028","D2B","4","top","yes"
"HD_p028+p019","p019","p028","D3B","5","top","yes"
"HD_p028+p019","p019","p028","control","6","out","no"
"HD_p028+p019","p019","p028","D1hO","7","out","no"
"HD_p028+p019","p019","p028","D2O","8","out","no"
"HD_p028+p019","p019","p028","BALD_raw","9","out","no"
"HD_p028+p019","p019","p028","D3O","10","out","no"
"HD_p009+p018","p018","p009","BC_klein","1","top","yes"
"HD_p009+p018","p018","p009","BALD_raw","2","top","yes"
"HD_p009+p018","p018","p009","D1hO","3","top","yes"
"HD_p009+p018","p018","p009","QX_qwen_p1","4","top","yes"
"HD_p009+p018","p018","p009","D3O","5","top","yes"
"HD_p009+p018","p018","p009","D1hB","6","top","yes"
"HD_p009+p018","p018","p009","D2B","7","top","yes"
"HD_p009+p018","p018","p009","D3B","8","top","yes"
"HD_p009+p018","p018","p009","D2O","9","out","no"
"HD_p009+p018","p018","p009","control","10","out","no"
"HD_p009+dualuse_man_black_suit_studio_nonceleb","dualuse_man_black_suit_studio_nonceleb","p009","D3B","1","top","yes"
"HD_p009+dualuse_man_black_suit_studio_nonceleb","dualuse_man_black_suit_studio_nonceleb","p009","BC_klein","2","mid","yes"
"HD_p009+dualuse_man_black_suit_studio_nonceleb","dualuse_man_black_suit_studio_nonceleb","p009","D1hB","3","mid","yes"
"HD_p009+dualuse_man_black_suit_studio_nonceleb","dualuse_man_black_suit_studio_nonceleb","p009","D2B","4","mid","yes"
"HD_p009+dualuse_man_black_suit_studio_nonceleb","dualuse_man_black_suit_studio_nonceleb","p009","D3O","5","mid","yes"
"HD_p009+dualuse_man_black_suit_studio_nonceleb","dualuse_man_black_suit_studio_nonceleb","p009","D1hO","6","mid","yes"
"HD_p009+dualuse_man_black_suit_studio_nonceleb","dualuse_man_black_suit_studio_nonceleb","p009","D2O","7","mid","yes"
"HD_p009+dualuse_man_black_suit_studio_nonceleb","dualuse_man_black_suit_studio_nonceleb","p009","BALD_raw","8","mid","yes"
"HD_p009+dualuse_man_black_suit_studio_nonceleb","dualuse_man_black_suit_studio_nonceleb","p009","QX_qwen_p1","9","mid","yes"
"HD_p009+dualuse_man_black_suit_studio_nonceleb","dualuse_man_black_suit_studio_nonceleb","p009","control","10","out","no"
